Timestamp,ApplicationName,ErrorType,ErrorMessage,SeverityLevel
2026-05-29 23:31:26,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-06-08 04:51:55,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-10 19:12:24,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-19 02:36:35,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-19 00:06:14,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-25 08:52:27,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-01 22:18:25,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-15 18:05:14,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-31 01:16:21,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-19 07:38:05,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-17 10:23:11,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-18 13:27:27,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-27 23:30:28,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-20 05:29:13,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-27 11:36:39,AuthService,OutOfMemoryError,Java heap space out of memory.,High
2026-05-14 14:45:04,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-04 00:11:59,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-05-27 04:35:15,UserDashboard,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-15 08:19:23,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-19 14:37:53,PaymentGateway,NullPointerException,Attempted to access a null object reference.,High
2026-06-02 22:37:42,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-13 18:18:02,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-16 18:14:09,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-24 12:45:20,AuthService,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-28 01:39:29,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-31 14:10:20,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-06-03 14:30:14,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-06-06 20:19:42,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-06-03 21:35:47,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-30 12:16:17,PaymentGateway,NullPointerException,Attempted to access a null object reference.,High
2026-06-06 18:41:12,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-23 00:35:12,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-30 20:30:28,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-15 18:48:32,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-05-16 04:01:20,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-25 13:34:45,InventoryManager,NullPointerException,Attempted to access a null object reference.,Low
2026-05-21 09:58:29,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-02 19:41:13,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,High
2026-05-15 22:06:41,UserDashboard,NullPointerException,Attempted to access a null object reference.,High
2026-05-29 03:14:27,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-22 09:37:41,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-21 23:25:53,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-21 19:44:19,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-23 06:47:40,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-31 00:17:25,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-13 09:33:03,AuthService,OutOfMemoryError,Java heap space out of memory.,High
2026-05-15 13:14:39,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-18 14:25:56,UserDashboard,NullPointerException,Attempted to access a null object reference.,High
2026-05-21 09:32:08,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-06-05 23:14:22,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-07 15:47:58,UserDashboard,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-31 16:22:27,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-08 03:37:54,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-29 16:28:22,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-23 07:43:44,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Critical
2026-06-02 22:39:30,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-30 03:38:01,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-23 15:49:25,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-06-08 06:30:20,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-27 14:55:08,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-07 09:19:32,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-15 21:56:43,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-17 19:14:00,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-17 22:42:39,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-04 04:27:22,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-05-31 20:51:08,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-19 03:25:16,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-14 09:51:08,AuthService,OutOfMemoryError,Java heap space out of memory.,High
2026-05-14 21:23:46,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-25 08:25:59,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-05 00:59:11,InventoryManager,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-30 15:29:08,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-22 03:35:48,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-21 06:35:47,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-22 11:26:22,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,High
2026-06-03 15:13:42,InventoryManager,OutOfMemoryError,Java heap space out of memory.,High
2026-05-19 00:21:37,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-17 03:07:22,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-26 16:26:09,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-23 12:49:16,InventoryManager,NullPointerException,Attempted to access a null object reference.,Medium
2026-06-01 09:07:52,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-29 14:32:42,AuthService,OutOfMemoryError,Java heap space out of memory.,High
2026-06-05 09:32:39,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-21 00:56:31,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-09 18:01:30,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-28 10:07:01,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-05 03:14:22,InventoryManager,NullPointerException,Attempted to access a null object reference.,High
2026-05-19 14:12:23,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-11 02:14:20,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-07 15:19:51,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-02 22:29:53,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-11 12:14:51,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-31 05:30:38,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-01 12:56:17,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-30 09:38:00,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-28 12:38:22,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-06 20:31:54,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-23 04:29:37,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-22 15:00:44,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-18 18:44:53,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-02 22:20:34,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-06-02 10:35:19,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-16 16:38:44,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-20 14:35:10,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-06-07 17:40:31,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-26 00:33:16,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-12 09:28:13,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-23 03:13:04,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Low
2026-05-31 07:25:35,UserDashboard,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-18 19:21:24,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-02 11:49:47,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-26 18:05:46,InventoryManager,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-19 03:52:50,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-15 22:21:35,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-21 05:27:26,UserDashboard,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-18 05:06:51,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-05 13:56:38,UserDashboard,NullPointerException,Attempted to access a null object reference.,Low
2026-05-12 12:42:28,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-14 03:02:30,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-26 05:09:45,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-26 05:02:47,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-03 20:37:17,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-27 02:12:18,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-27 17:58:02,InventoryManager,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-21 23:19:44,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-05 18:11:21,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-28 13:05:51,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-19 11:35:31,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-25 17:19:07,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-13 21:14:27,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,High
2026-05-11 11:52:31,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-28 00:31:54,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,High
2026-05-27 19:15:30,InventoryManager,NullPointerException,Attempted to access a null object reference.,High
2026-05-18 12:20:49,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,High
2026-05-28 23:30:02,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-31 18:10:32,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-03 17:43:11,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-28 14:49:58,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-29 02:46:07,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-12 13:26:48,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-01 17:19:56,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-24 23:38:44,InventoryManager,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-29 16:01:57,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-01 02:15:45,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-15 17:04:52,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-10 02:07:21,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-31 06:25:41,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-16 07:45:58,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-24 11:03:21,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-01 09:02:07,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-23 23:30:21,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-31 12:16:18,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-28 22:38:43,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-17 08:07:45,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-25 03:57:07,InventoryManager,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-15 21:16:28,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-31 03:32:41,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-19 12:44:18,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-24 18:04:30,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-16 15:36:55,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-06 05:11:19,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-06-01 19:13:50,InventoryManager,NullPointerException,Attempted to access a null object reference.,Medium
2026-06-07 10:04:41,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-25 23:45:00,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-04 17:49:37,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-15 15:36:00,UserDashboard,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-30 01:46:24,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-20 09:11:52,InventoryManager,NullPointerException,Attempted to access a null object reference.,Low
2026-05-22 00:38:43,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-22 21:52:05,UserDashboard,NullPointerException,Attempted to access a null object reference.,High
2026-05-31 05:02:42,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-14 14:20:48,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-09 18:05:22,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-16 12:39:02,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-05-14 12:11:08,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-25 15:23:23,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-02 19:35:29,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-22 11:11:47,AuthService,OutOfMemoryError,Java heap space out of memory.,High
2026-05-24 11:00:05,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-29 10:38:29,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-24 01:38:28,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-05 10:00:08,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-10 14:40:29,PaymentGateway,NullPointerException,Attempted to access a null object reference.,High
2026-05-18 19:45:03,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-14 18:46:42,AuthService,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-11 22:03:40,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-06-06 16:28:27,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,High
2026-06-05 05:50:08,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-27 19:13:20,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-18 06:58:54,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-04 20:18:22,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-12 12:28:44,UserDashboard,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-29 02:31:26,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-06 10:19:43,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-22 12:17:13,AuthService,NullPointerException,Attempted to access a null object reference.,Low
2026-05-28 17:45:16,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-24 02:04:18,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-24 13:50:50,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-17 00:19:09,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-11 17:27:52,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,High
2026-05-29 13:16:18,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-09 21:29:38,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-19 23:51:45,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-17 01:17:30,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-04 10:47:37,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-21 07:24:53,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-18 12:37:51,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-28 17:59:01,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-10 10:48:32,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-06-03 05:50:37,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-17 18:42:15,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-04 06:19:46,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-10 06:41:51,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-14 04:44:52,UserDashboard,NullPointerException,Attempted to access a null object reference.,Critical
2026-05-21 20:59:57,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Critical
2026-06-04 14:34:50,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-26 04:46:12,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-20 17:35:14,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-19 04:16:18,InventoryManager,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-18 15:18:30,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-25 17:08:52,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-01 19:47:47,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-10 04:44:11,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-16 21:14:46,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-22 19:38:51,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-04 15:48:29,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-05 08:25:50,AuthService,OutOfMemoryError,Java heap space out of memory.,High
2026-06-01 16:19:54,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-13 23:54:17,UserDashboard,OutOfMemoryError,Java heap space out of memory.,High
2026-05-17 05:57:55,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-05 09:23:55,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-30 22:30:22,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-30 01:03:58,InventoryManager,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-21 13:16:34,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-22 17:05:51,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-06 10:08:19,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-06-02 13:57:01,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-23 09:40:32,UserDashboard,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-05 17:13:38,InventoryManager,OutOfMemoryError,Java heap space out of memory.,High
2026-05-23 07:09:25,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-05 21:11:54,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-12 17:00:15,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-15 23:04:01,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-24 15:56:44,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-05-22 22:20:49,PaymentGateway,OutOfMemoryError,Java heap space out of memory.,High
2026-06-07 07:32:28,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-29 02:11:24,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-24 11:34:30,PaymentGateway,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-17 16:36:11,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-05-10 02:15:48,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-06-01 16:00:08,UserDashboard,NullPointerException,Attempted to access a null object reference.,High
2026-05-29 01:05:22,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-17 21:44:27,OrderProcessing,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-05-18 00:46:56,UserDashboard,NullPointerException,Attempted to access a null object reference.,High
2026-06-06 06:29:29,PaymentGateway,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-17 01:42:15,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,Low
2026-05-16 09:34:05,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-26 01:43:16,OrderProcessing,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-20 04:17:16,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-17 12:08:43,OrderProcessing,NullPointerException,Attempted to access a null object reference.,Medium
2026-06-02 14:22:36,AuthService,NullPointerException,Attempted to access a null object reference.,High
2026-05-18 09:48:44,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-11 07:54:50,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-18 19:46:53,PaymentGateway,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-19 13:20:42,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-17 09:16:39,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-22 01:25:33,UserDashboard,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-16 04:25:11,UserDashboard,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-11 10:05:04,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-16 17:27:54,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-06-02 23:43:55,AuthService,AuthenticationFailure,Invalid credentials provided for user login.,Critical
2026-05-26 05:40:38,AuthService,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
2026-06-05 11:44:34,InventoryManager,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-06-02 03:36:12,InventoryManager,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-06-07 06:51:47,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,Medium
2026-05-13 02:37:41,PaymentGateway,NullPointerException,Attempted to access a null object reference.,Medium
2026-05-31 00:58:05,InventoryManager,NullPointerException,Attempted to access a null object reference.,Low
2026-05-24 20:07:28,OrderProcessing,AuthenticationFailure,Invalid credentials provided for user login.,High
2026-05-28 20:10:44,OrderProcessing,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,Medium
2026-05-31 09:35:44,AuthService,ConnectionTimeout,Failed to connect to the upstream service within the allowed time.,High
2026-05-22 21:23:40,InventoryManager,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-20 00:11:52,AuthService,OutOfMemoryError,Java heap space out of memory.,Critical
2026-05-11 20:37:35,AuthService,NullPointerException,Attempted to access a null object reference.,Low
2026-06-04 14:33:14,UserDashboard,DatabaseDeadlock,Deadlock found when trying to get lock; try restarting transaction.,Critical
